status_id,status_message,link_name,status_type,status_link,status_published,num_likes,num_comments,num_shares
674963205875675_834755756563085,Simplicidade e eficiência podem caminhar juntos. Entre na campanha #dispensaminhavia,Timeline Photos,photo,https://www.facebook.com/nubankbrasil/photos/a.778850822153579.1073741831.674963205875675/830321527006508/?type=3,2015-01-05 15:00:01,54,5,2
674963205875675_831130666925594,Contagem regressiva para 2015? Agora é por os planos no papel e organizar o orçamento para realizá-los. A gente te ajuda!,Timeline Photos,photo,https://www.facebook.com/nubankbrasil/photos/a.778850822153579.1073741831.674963205875675/830320050339989/?type=3,2014-12-31 15:00:17,60,3,1
674963205875675_830474386991222,A Exame.com cita o Nubank entre as empresas brasileiras inovadoras que se destacaram em 2014!,As empresas inovadoras brasileiras que se destacaram em 2014 | EXAME.com,link,http://exame.abril.com.br/pme/noticias/as-empresas-inovadoras-brasileiras-que-se-destacaram-em-2014#10,2014-12-30 14:45:00,170,17,16
674963205875675_826103810761613,Neste natal desejamos que você descomplique e aproveite a simplicidade de estar ao lado de quem gosta.,Timeline Photos,photo,https://www.facebook.com/nubankbrasil/photos/a.778850822153579.1073741831.674963205875675/823139014391426/?type=3,2014-12-24 15:00:02,64,3,0
674963205875675_824956230876371,"Nossos canais de atendimento são 100% digitais, o que ajuda a reduzir custos. nós repassamos esta economia para os clientes, que não pagam tarifas nem anuidade.",Timeline Photos,photo,https://www.facebook.com/nubankbrasil/photos/a.778850822153579.1073741831.674963205875675/823138387724822/?type=3,2014-12-22 15:00:02,73,12,5
674963205875675_822402524465075,"Com Nubank você confere de forma muito transparente tudo o que está pagando: IOF, taxa de câmbio e parcelamentos.",Timeline Photos,photo,https://www.facebook.com/nubankbrasil/photos/a.778850822153579.1073741831.674963205875675/822276947810966/?type=3,2014-12-17 15:30:01,57,5,3
674963205875675_821458564559471,Design não serve apenas para fins estéticos. É uma ferramenta para repensar as coisas e reduzir a complexidade do universo financeiro.,Timeline Photos,photo,https://www.facebook.com/nubankbrasil/photos/a.778850822153579.1073741831.674963205875675/821322574573070/?type=3,2014-12-15 15:25:01,64,9,3
674963205875675_819181201453874,Nosso objetivo é reinventar a experiência de uso no cartão de crédito. Usamos a tecnologia para simplificar a vida.,Timeline Photos,photo,https://www.facebook.com/nubankbrasil/photos/a.778850822153579.1073741831.674963205875675/819106404794687/?type=3,2014-12-11 15:10:00,77,13,4
674963205875675_818173314887996,Faça parte da nova geração de serviços financeiros no Brasil e tenha mais transparência no controle de gastos.,Timeline Photos,photo,https://www.facebook.com/nubankbrasil/photos/a.778850822153579.1073741831.674963205875675/818061201565874/?type=3,2014-12-09 15:00:01,69,18,6
674963205875675_816228931749101,Por que temos lista de espera? Porque nesta fase só podemos liberar os convites aos poucos e conforme análise. Esta é a forma que temos de garantir a qualidade e a eficiência do que oferecemos.,Timeline Photos,photo,https://www.facebook.com/nubankbrasil/photos/a.778850822153579.1073741831.674963205875675/816110825094245/?type=3,2014-12-05 15:00:02,83,11,3
674963205875675_815200601851934,Faça uma economia inteligente com a confirmação da compra no celular. #dispensaminhavia,Timeline Photos,photo,https://www.facebook.com/nubankbrasil/photos/a.778850822153579.1073741831.674963205875675/815155695189758/?type=3,2014-12-03 14:00:01,58,7,3
674963205875675_814310781940916,Não desgruda do celular? Com nosso app você consegue aproveitar qualquer minutinho para acompanhar gastos e organizar o orçamento.,Timeline Photos,photo,https://www.facebook.com/nubankbrasil/photos/a.778850822153579.1073741831.674963205875675/814310335274294/?type=3,2014-12-01 16:50:48,52,14,2
674963205875675_812369902135004,"Fique tranquilo. com o cartão Nubank você tem acesso aos benefícios Platinum da bandeira MasterCard®, como concierge e seguros em viagens.",Timeline Photos,photo,https://www.facebook.com/nubankbrasil/photos/a.778850822153579.1073741831.674963205875675/812369672135027/?type=3,2014-11-27 16:02:33,59,12,2
674963205875675_810478708990790,"Sem anuidade nem tarifas. Como ganhamos um percentual a cada compra feita e também os juros quando você financia, o cartão Nubank tem qualidade de serviço sem cobrar por isso.",Timeline Photos,photo,https://www.facebook.com/nubankbrasil/photos/a.778850822153579.1073741831.674963205875675/810330089005652/?type=3,2014-11-24 15:00:01,128,33,6
674963205875675_804706896234638,"Você gerencia seu cartão Nubank pelo seu celular. Rápido, simples e eficiente como a vida deve ser. www.nubank.com.br",Timeline Photos,photo,https://www.facebook.com/nubankbrasil/photos/a.778850822153579.1073741831.674963205875675/803076903064304/?type=3,2014-11-14 17:30:01,83,17,3
674963205875675_804260052945989,O cartão Nubank é Platinum da bandeira MasterCard® e é aceito em mais de trinta milhões de estabelecimentos no mundo [e com os benefícios que só clientes Platinum têm acesso].,Timeline Photos,photo,https://www.facebook.com/nubankbrasil/photos/a.778850822153579.1073741831.674963205875675/803075563064438/?type=3,2014-11-13 17:30:01,124,30,16
674963205875675_803286229710038,"Quando você compra com Nubank, o comprovante aparece direto no app. #dispensaminhavia",Timeline Photos,photo,https://www.facebook.com/nubankbrasil/photos/a.778850822153579.1073741831.674963205875675/803074926397835/?type=3,2014-11-11 17:30:00,81,11,3
674963205875675_800239126681415,O cartão Nubank oferece uma experiência mais simples e transparente. Você gerencia tudo através do seu smartphone - para isso ele deve ter sistema Android (versão 4 ou superior) ou iOS (iphone 4 ou superior).,Timeline Photos,photo,https://www.facebook.com/nubankbrasil/photos/a.778850822153579.1073741831.674963205875675/799319350106726/?type=3,2014-11-06 08:30:01,63,15,4
674963205875675_800008536704474,"Entre na campanha #dispensaminhavia. Você não precisa da segunda via em papel ao comprar no cartão, com Nubank ela aparece na hora em seu app. Muito mais simples.",Timeline Photos,photo,https://www.facebook.com/nubankbrasil/photos/a.778850822153579.1073741831.674963205875675/799317663440228/?type=3,2014-11-05 18:00:01,80,12,10
674963205875675_799027763469218,Sem filas. Você é atendido quando e como lhe convém. www.nubank.com.br,Timeline Photos,photo,https://www.facebook.com/nubankbrasil/photos/a.778850822153579.1073741831.674963205875675/798931633478831/?type=3,2014-11-03 16:03:14,95,23,8
674963205875675_785362058169122,"Simples e transparente. Acesse seu saldo, limite e faturas em tempo real e filtre seus gastos com ajuda de categorias ou #tags. www.nubank.com.br",Timeline Photos,photo,https://www.facebook.com/nubankbrasil/photos/a.778850822153579.1073741831.674963205875675/782951898410138/?type=3,2014-10-07 18:00:01,48,21,2
674963205875675_784795751559086,Controle seus gastos de perto e faça seu planejamento com a facilidade da ponta dos dedos: www.nubank.com.br,Timeline Photos,photo,https://www.facebook.com/nubankbrasil/photos/a.778850822153579.1073741831.674963205875675/782394261799235/?type=3,2014-10-06 18:00:01,41,2,1
674963205875675_783062868399041,Sem filas por aqui. O atendimento no Nubank é como e quando for conveniente para você: www.nubank.com.br,Timeline Photos,photo,https://www.facebook.com/nubankbrasil/photos/a.778850822153579.1073741831.674963205875675/782394025132592/?type=3,2014-10-03 18:00:00,43,2,1
674963205875675_782520461786615,Está surgindo uma nova geração de serviços financeiros que não desperdiça papel e nem seu tempo. www.nubank.com.br,Timeline Photos,photo,https://www.facebook.com/nubankbrasil/photos/a.778850822153579.1073741831.674963205875675/781654168539911/?type=3,2014-10-02 18:00:01,53,5,19
674963205875675_781864591852202,Descomplica. A vida fica mais simples e gerenciar os seus gastos também: www.nubank.com.br,Timeline Photos,photo,https://www.facebook.com/nubankbrasil/photos/a.778850822153579.1073741831.674963205875675/781653628539965/?type=3,2014-10-01 18:00:00,36,0,4
674963205875675_780847145287280,A Revista EXAME desta semana dá destaque ao Nubank:,exame.abril.com.br,link,http://exame.abril.com.br/pme/noticias/sequoia-capital-do-vale-do-silicio-estreia-no-brasil,2014-09-29 14:00:00,44,2,4
674963205875675_779888265383168,"Nubank no The New York Times:
",Sequoia Capital Returns to Investing in Brazil,link,http://mobile.nytimes.com/blogs/dealbook/2014/09/25/sequoia-capital-returns-to-investing-in-brazil/,2014-09-29 07:00:01,30,0,5
674963205875675_779641572074504,"O TechCrunch anuncia o início das operações do Nubank, destacando que somos o primeiro investimento da Sequoia em uma start up brasileira:",techcrunch.com,link,http://techcrunch.com/2014/09/25/finance-startup-nubank-nabs-14-3m-in-sequoias-first-brazil-investment/,2014-09-26 18:00:01,27,4,3
674963205875675_779636345408360,O Nubank está no Estadão de hoje:,A história por trás do primeiro investimento da Sequoia Capital no Brasil,link,http://blogs.estadao.com.br/start/a-historia-por-tras-do-primeiro-investimento-da-sequoia-no-brasil/,2014-09-26 16:23:38,35,1,4
674963205875675_778850825486912,A tecnologia facilita sua vida. Assuma o controle total dos seus gastos no seu celular com o cartão Nubank: www.nubank.com.br,Timeline Photos,photo,https://www.facebook.com/nubankbrasil/photos/a.778850822153579.1073741831.674963205875675/778840525487942/?type=3,2014-09-24 17:00:01,48,1,22
674963205875675_777870115584983,,Nubank Brasil's cover photo,photo,https://www.facebook.com/nubankbrasil/photos/a.776016582437003.1073741830.674963205875675/777870092251652/?type=3,2014-09-22 13:34:39,33,3,3
674963205875675_776061129099215,,Nubank Brasil,photo,https://www.facebook.com/nubankbrasil/photos/a.674963969208932.1073741825.674963205875675/776061129099215/?type=3,2014-09-18 11:59:06,52,7,1
674963205875675_777859865586008,,"Founded on May 6, 2013",link,https://www.facebook.com/674963205875675/posts/777859865586008/,2013-05-06 02:00:00,38,2,0
